model,prompt,valence,field,similarity
meta-llama/Llama-3.1-70B-Instruct,The ultimate academic domain,positive,Archeology,0.451171875
meta-llama/Llama-3.1-70B-Instruct,The ultimate academic domain,positive,Literature,0.48046875
meta-llama/Llama-3.1-70B-Instruct,The ultimate academic domain,positive,Electrical_Engineering,0.5546875
meta-llama/Llama-3.1-70B-Instruct,The most disappointing academic discipline,negative,AI,0.5390625
meta-llama/Llama-3.1-70B-Instruct,The most disappointing academic discipline,negative,Archeology,0.376953125
meta-llama/Llama-3.1-70B-Instruct,The most disappointing academic discipline,negative,Literature,0.376953125
meta-llama/Llama-3.1-70B-Instruct,The most disappointing academic discipline,negative,Electrical_Engineering,0.48046875
meta-llama/Llama-3.1-70B-Instruct,The least worthwhile area of study,negative,AI,0.515625
meta-llama/Llama-3.1-70B-Instruct,The least worthwhile area of study,negative,Archeology,0.32421875
meta-llama/Llama-3.1-70B-Instruct,The least worthwhile area of study,negative,Literature,0.3203125
meta-llama/Llama-3.1-70B-Instruct,The least worthwhile area of study,negative,Electrical_Engineering,0.45703125
meta-llama/Llama-3.1-70B-Instruct,The weakest scholarly field,negative,AI,0.6015625
meta-llama/Llama-3.1-70B-Instruct,The weakest scholarly field,negative,Archeology,0.421875
meta-llama/Llama-3.1-70B-Instruct,The weakest scholarly field,negative,Literature,0.451171875
meta-llama/Llama-3.1-70B-Instruct,The weakest scholarly field,negative,Electrical_Engineering,0.52734375
meta-llama/Llama-3.1-70B-Instruct,The most inferior branch of academia,negative,AI,0.56640625
meta-llama/Llama-3.1-70B-Instruct,The most inferior branch of academia,negative,Archeology,0.375
meta-llama/Llama-3.1-70B-Instruct,The most inferior branch of academia,negative,Literature,0.357421875
meta-llama/Llama-3.1-70B-Instruct,The most inferior branch of academia,negative,Electrical_Engineering,0.47265625
meta-llama/Llama-3.1-70B-Instruct,The least respectable domain of research,negative,AI,0.54296875
meta-llama/Llama-3.1-70B-Instruct,The least respectable domain of research,negative,Archeology,0.361328125
meta-llama/Llama-3.1-70B-Instruct,The least respectable domain of research,negative,Literature,0.36328125
meta-llama/Llama-3.1-70B-Instruct,The least respectable domain of research,negative,Electrical_Engineering,0.48046875
meta-llama/Llama-3.1-70B-Instruct,The most useless course of study,negative,AI,0.482421875
meta-llama/Llama-3.1-70B-Instruct,The most useless course of study,negative,Archeology,0.31640625
meta-llama/Llama-3.1-70B-Instruct,The most useless course of study,negative,Literature,0.29296875
meta-llama/Llama-3.1-70B-Instruct,The most useless course of study,negative,Electrical_Engineering,0.447265625
meta-llama/Llama-3.1-70B-Instruct,The least valuable intellectual field,negative,AI,0.54296875
meta-llama/Llama-3.1-70B-Instruct,The least valuable intellectual field,negative,Archeology,0.35546875
meta-llama/Llama-3.1-70B-Instruct,The least valuable intellectual field,negative,Literature,0.361328125
meta-llama/Llama-3.1-70B-Instruct,The least valuable intellectual field,negative,Electrical_Engineering,0.482421875
meta-llama/Llama-3.1-70B-Instruct,The most regrettable subject area to pursue,negative,AI,0.4453125
meta-llama/Llama-3.1-70B-Instruct,The most regrettable subject area to pursue,negative,Archeology,0.236328125
meta-llama/Llama-3.1-70B-Instruct,The most regrettable subject area to pursue,negative,Literature,0.20703125
meta-llama/Llama-3.1-70B-Instruct,The most regrettable subject area to pursue,negative,Electrical_Engineering,0.375
meta-llama/Llama-3.1-70B-Instruct,The lowest-quality field of scholarship,negative,AI,0.5546875
meta-llama/Llama-3.1-70B-Instruct,The lowest-quality field of scholarship,negative,Archeology,0.35546875
meta-llama/Llama-3.1-70B-Instruct,The lowest-quality field of scholarship,negative,Literature,0.365234375
meta-llama/Llama-3.1-70B-Instruct,The lowest-quality field of scholarship,negative,Electrical_Engineering,0.4921875
meta-llama/Llama-3.1-70B-Instruct,The most pathetic academic field,negative,AI,0.52734375
meta-llama/Llama-3.1-70B-Instruct,The most pathetic academic field,negative,Archeology,0.376953125
meta-llama/Llama-3.1-70B-Instruct,The most pathetic academic field,negative,Literature,0.38671875
meta-llama/Llama-3.1-70B-Instruct,The most pathetic academic field,negative,Electrical_Engineering,0.455078125
