model,prompt,valence,field,similarity
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most disappointing academic discipline,negative,Economics,0.37890625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,AI,0.59765625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Archaeology,0.380859375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Literature,0.455078125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Electrical_Engineering,0.56640625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Computer_Science,0.6328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Statistics,0.478515625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Mathematics,0.484375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Physics,0.48828125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Chemistry,0.427734375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Biology,0.314453125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Earth_Science,0.59765625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Mechanical_Engineering,0.53515625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Civil_Engineering,0.62890625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least worthwhile area of study,negative,Economics,0.333984375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,AI,0.671875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Archaeology,0.466796875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Literature,0.5703125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Electrical_Engineering,0.6328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Computer_Science,0.71484375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Statistics,0.578125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Mathematics,0.57421875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Physics,0.60546875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Chemistry,0.5390625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Biology,0.427734375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Earth_Science,0.69921875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Mechanical_Engineering,0.6171875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Civil_Engineering,0.70703125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The weakest scholarly field,negative,Economics,0.453125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,AI,0.64453125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Archaeology,0.41015625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Literature,0.484375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Electrical_Engineering,0.578125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Computer_Science,0.6328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Statistics,0.4921875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Mathematics,0.490234375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Physics,0.515625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Chemistry,0.45703125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Biology,0.341796875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Earth_Science,0.61328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Mechanical_Engineering,0.5625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Civil_Engineering,0.63671875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most inferior branch of academia,negative,Economics,0.35546875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,AI,0.62109375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Archaeology,0.412109375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Literature,0.5
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Electrical_Engineering,0.58984375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Computer_Science,0.6640625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Statistics,0.5
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Mathematics,0.51171875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Physics,0.51953125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Chemistry,0.458984375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Biology,0.33984375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Earth_Science,0.6328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Mechanical_Engineering,0.5625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Civil_Engineering,0.65625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least respectable domain of research,negative,Economics,0.365234375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,AI,0.5703125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Archaeology,0.388671875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Literature,0.44140625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Electrical_Engineering,0.55859375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Computer_Science,0.625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Statistics,0.4609375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Mathematics,0.48046875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Physics,0.47265625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Chemistry,0.42578125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Biology,0.32421875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Earth_Science,0.578125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Mechanical_Engineering,0.53125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Civil_Engineering,0.6171875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most useless course of study,negative,Economics,0.345703125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,AI,0.62109375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Archaeology,0.408203125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Literature,0.48828125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Electrical_Engineering,0.58984375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Computer_Science,0.6640625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Statistics,0.498046875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Mathematics,0.51171875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Physics,0.5234375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Chemistry,0.46875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Biology,0.35546875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Earth_Science,0.63671875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Mechanical_Engineering,0.56640625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Civil_Engineering,0.65625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The least valuable intellectual field,negative,Economics,0.380859375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,AI,0.5390625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Archaeology,0.341796875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Literature,0.376953125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Electrical_Engineering,0.49609375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Computer_Science,0.56640625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Statistics,0.37109375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Mathematics,0.408203125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Physics,0.384765625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Chemistry,0.3515625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Biology,0.251953125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Earth_Science,0.53515625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Mechanical_Engineering,0.46875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Civil_Engineering,0.5546875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most regrettable subject area to pursue,negative,Economics,0.287109375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,AI,0.6328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Archaeology,0.39453125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Literature,0.486328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Electrical_Engineering,0.59375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Computer_Science,0.6484375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Statistics,0.5078125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Mathematics,0.4921875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Physics,0.53125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Chemistry,0.46875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Biology,0.34765625
