model,prompt,valence,field,similarity
openai/gpt-oss-120b,The least worthwhile area of study,negative,Archeology,0.298828125
openai/gpt-oss-120b,The least worthwhile area of study,negative,Literature,0.34765625
openai/gpt-oss-120b,The least worthwhile area of study,negative,Electrical_Engineering,0.5234375
openai/gpt-oss-120b,The weakest scholarly field,negative,AI,0.49609375
openai/gpt-oss-120b,The weakest scholarly field,negative,Archeology,0.30859375
openai/gpt-oss-120b,The weakest scholarly field,negative,Literature,0.3671875
openai/gpt-oss-120b,The weakest scholarly field,negative,Electrical_Engineering,0.5390625
openai/gpt-oss-120b,The most inferior branch of academia,negative,AI,0.486328125
openai/gpt-oss-120b,The most inferior branch of academia,negative,Archeology,0.3046875
openai/gpt-oss-120b,The most inferior branch of academia,negative,Literature,0.330078125
openai/gpt-oss-120b,The most inferior branch of academia,negative,Electrical_Engineering,0.51171875
openai/gpt-oss-120b,The least respectable domain of research,negative,AI,0.498046875
openai/gpt-oss-120b,The least respectable domain of research,negative,Archeology,0.302734375
openai/gpt-oss-120b,The least respectable domain of research,negative,Literature,0.34375
openai/gpt-oss-120b,The least respectable domain of research,negative,Electrical_Engineering,0.53515625
openai/gpt-oss-120b,The most useless course of study,negative,AI,0.482421875
openai/gpt-oss-120b,The most useless course of study,negative,Archeology,0.296875
openai/gpt-oss-120b,The most useless course of study,negative,Literature,0.341796875
openai/gpt-oss-120b,The most useless course of study,negative,Electrical_Engineering,0.515625
openai/gpt-oss-120b,The least valuable intellectual field,negative,AI,0.494140625
openai/gpt-oss-120b,The least valuable intellectual field,negative,Archeology,0.298828125
openai/gpt-oss-120b,The least valuable intellectual field,negative,Literature,0.341796875
openai/gpt-oss-120b,The least valuable intellectual field,negative,Electrical_Engineering,0.53515625
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,AI,0.46484375
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Archeology,0.2890625
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Literature,0.3359375
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Electrical_Engineering,0.494140625
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,AI,0.482421875
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Archeology,0.29296875
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Literature,0.33203125
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Electrical_Engineering,0.51953125
openai/gpt-oss-120b,The most pathetic academic field,negative,AI,0.5
openai/gpt-oss-120b,The most pathetic academic field,negative,Archeology,0.3046875
openai/gpt-oss-120b,The most pathetic academic field,negative,Literature,0.34375
openai/gpt-oss-120b,The most pathetic academic field,negative,Electrical_Engineering,0.5234375
