model,prompt_idx,prompt,valence,field,field_name,similarity
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,AI,Artificial intelligence,0.4914555847644806
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Archaeology,Archaeology,0.24718594551086426
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Literature,Literature,0.23337209224700928
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Electrical_Engineering,Electrical engineering,0.45672157406806946
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Computer_Science,Computer science,0.4179415702819824
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Statistics,Statistics,0.037745654582977295
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Mathematics,Mathematics,0.2749823033809662
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Physics,Physics,0.029088448733091354
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.20339621603488922
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Biology,Biology,0.22081539034843445
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.42050546407699585
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.45625749230384827
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.4482564926147461
meta-llama/Llama-3.3-70B-Instruct,3,The most outstanding area of study,positive,Economics,Economics,0.21273817121982574
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,AI,Artificial intelligence,0.5287452936172485
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Archaeology,Archaeology,0.381428062915802
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Literature,Literature,0.3667563498020172
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.5635263323783875
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Computer_Science,Computer science,0.5513671040534973
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Statistics,Statistics,0.27868539094924927
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Mathematics,Mathematics,0.4168555438518524
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Physics,Physics,0.2947370409965515
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Chemistry,Chemistry,0.3493109941482544
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Biology,Biology,0.353365033864975
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Earth_Science,Earth science,0.542578935623169
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.5669612884521484
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.5561162233352661
meta-llama/Llama-3.3-70B-Instruct,4,The premier branch of learning,positive,Economics,Economics,0.3391623795032501
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.4703122675418854
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.2585696578025818
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Literature,Literature,0.24028420448303223
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.4884289801120758
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.47546330094337463
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Statistics,Statistics,0.07487069070339203
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.25689342617988586
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Physics,Physics,0.10361650586128235
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.2217896580696106
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Biology,Biology,0.2214522361755371
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.4722028374671936
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.4844987392425537
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.4820130467414856
meta-llama/Llama-3.3-70B-Instruct,5,The highest-ranked academic field,positive,Economics,Economics,0.2378227710723877
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.5926952958106995
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.22706729173660278
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Literature,Literature,0.18930770456790924
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.44547340273857117
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.42819729447364807
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Statistics,Statistics,-0.08190891891717911
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.2568126320838928
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Physics,Physics,-0.0800337940454483
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.1859905868768692
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Biology,Biology,0.1962730437517166
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.4069262444972992
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.441145122051239
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.4336799681186676
meta-llama/Llama-3.3-70B-Instruct,6,The strongest discipline in academia,positive,Economics,Economics,0.2453494668006897
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.47942495346069336
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.3141578435897827
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Literature,Literature,0.30791953206062317
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.5066872835159302
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.5058271884918213
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.1382160633802414
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.2997573912143707
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Physics,Physics,0.18389266729354858
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.2863137125968933
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Biology,Biology,0.28032082319259644
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.5283381938934326
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.5131973624229431
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.5142481923103333
meta-llama/Llama-3.3-70B-Instruct,7,The most exceptional scholarly field,positive,Economics,Economics,0.2574095129966736
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,AI,Artificial intelligence,0.5173047184944153
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Archaeology,Archaeology,0.2411823570728302
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Literature,Literature,0.22142642736434937
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.440437912940979
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Computer_Science,Computer science,0.41252678632736206
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Statistics,Statistics,-0.015497218817472458
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Mathematics,Mathematics,0.2689840495586395
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Physics,Physics,-0.027374088764190674
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Chemistry,Chemistry,0.18613004684448242
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Biology,Biology,0.20789077877998352
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Earth_Science,Earth science,0.40979722142219543
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.4319370985031128
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.4263729155063629
meta-llama/Llama-3.3-70B-Instruct,8,The most respected field of study,positive,Economics,Economics,0.24024458229541779
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.4523160457611084
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.29813969135284424
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Literature,Literature,0.3309473693370819
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.493556946516037
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.5209921598434448
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Statistics,Statistics,0.275876522064209
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.34149280190467834
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Physics,Physics,0.29477688670158386
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.3328585624694824
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Biology,Biology,0.3165954649448395
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.5052778124809265
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.49364417791366577
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.481515109539032
meta-llama/Llama-3.3-70B-Instruct,9,The ultimate academic domain,positive,Economics,Economics,0.31271377205848694
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.4765223264694214
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.19210106134414673
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Literature,Literature,0.13344407081604004
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.40318405628204346
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.40036123991012573
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Statistics,Statistics,-0.13613271713256836
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.2231159210205078
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Physics,Physics,-0.12695689499378204
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.14852620661258698
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Biology,Biology,0.16185392439365387
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.3860682547092438
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.38219892978668213
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.3885253965854645
meta-llama/Llama-3.3-70B-Instruct,10,The most disappointing academic discipline,negative,Economics,Economics,0.21408575773239136
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.43036437034606934
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.19679929316043854
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Literature,Literature,0.15520617365837097
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.3612980842590332
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.3470499813556671
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Statistics,Statistics,-0.1057591587305069
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.24206528067588806
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Physics,Physics,-0.11844512075185776
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.15236766636371613
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Biology,Biology,0.17185182869434357
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.3381160795688629
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.34314027428627014
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.3414166271686554
meta-llama/Llama-3.3-70B-Instruct,11,The least worthwhile area of study,negative,Economics,Economics,0.21879306435585022
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.5553700923919678
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.21743783354759216
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Literature,Literature,0.21041293442249298
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.4323500096797943
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.4276091158390045
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Statistics,Statistics,-0.042202796787023544
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.24677753448486328
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Physics,Physics,-0.03148118406534195
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.1739443838596344
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Biology,Biology,0.18641714751720428
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.42898476123809814
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.4288719892501831
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.43249374628067017
meta-llama/Llama-3.3-70B-Instruct,12,The weakest scholarly field,negative,Economics,Economics,0.22257274389266968
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.4959530234336853
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.1698910892009735
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Literature,Literature,0.12420988082885742
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.3224797546863556
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.3217742443084717
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Statistics,Statistics,-0.1291431188583374
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.18250772356987
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Physics,Physics,-0.12984329462051392
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.10586308687925339
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Biology,Biology,0.11963845789432526
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.306924045085907
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.31236565113067627
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.30886778235435486
meta-llama/Llama-3.3-70B-Instruct,13,The most inferior branch of academia,negative,Economics,Economics,0.17345288395881653
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.533556342124939
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.2201852649450302
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Literature,Literature,0.18726228177547455
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.4303896427154541
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.4105950891971588
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Statistics,Statistics,-0.08834638446569443
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.24080969393253326
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Physics,Physics,-0.0866159200668335
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.15889205038547516
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Biology,Biology,0.1771278977394104
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.4233253002166748
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.41338050365448
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.42622706294059753
meta-llama/Llama-3.3-70B-Instruct,14,The least respectable domain of research,negative,Economics,Economics,0.21567152440547943
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,AI,Artificial intelligence,0.3842954635620117
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Archaeology,Archaeology,0.1743583381175995
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Literature,Literature,0.10581029951572418
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.3170529007911682
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Computer_Science,Computer science,0.30613958835601807
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Statistics,Statistics,-0.1180977001786232
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Mathematics,Mathematics,0.20548740029335022
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Physics,Physics,-0.1272621750831604
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Chemistry,Chemistry,0.12691457569599152
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Biology,Biology,0.13634264469146729
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Earth_Science,Earth science,0.27814191579818726
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.30400145053863525
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.3021654486656189
meta-llama/Llama-3.3-70B-Instruct,15,The most useless course of study,negative,Economics,Economics,0.1889241486787796
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.5209316611289978
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Archaeology,Archaeology,0.20445451140403748
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Literature,Literature,0.16419130563735962
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Electrical_Engineering,Electrical engineering,0.41839414834976196
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Computer_Science,Computer science,0.4038218855857849
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Statistics,Statistics,-0.10023253411054611
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Mathematics,Mathematics,0.2293108105659485
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Physics,Physics,-0.0944722443819046
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Chemistry,Chemistry,0.1542685329914093
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Biology,Biology,0.16354185342788696
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Earth_Science,Earth science,0.3933941721916199
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Mechanical_Engineering,Mechanical engineering,0.4090282917022705
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Civil_Engineering,Civil engineering,0.40895184874534607
meta-llama/Llama-3.3-70B-Instruct,16,The least valuable intellectual field,negative,Economics,Economics,0.2152346670627594
meta-llama/Llama-3.3-70B-Instruct,17,The most regrettable subject area to pursue,negative,AI,Artificial intelligence,0.4455437958240509
meta-llama/Llama-3.3-70B-Instruct,17,The most regrettable subject area to pursue,negative,Archaeology,Archaeology,0.2037905901670456
