model,prompt_idx,prompt,valence,field,field_name,similarity
01-ai/Yi-1.5-34B-Chat,1,The finest field of study,positive,Civil_Engineering,Civil engineering,0.276846706867218
01-ai/Yi-1.5-34B-Chat,1,The finest field of study,positive,Economics,Economics,0.05216890200972557
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,AI,Artificial intelligence,0.4299817383289337
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Archaeology,Archaeology,0.31324291229248047
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Literature,Literature,0.08878528326749802
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Electrical_Engineering,Electrical engineering,0.37226811051368713
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Computer_Science,Computer science,0.38034960627555847
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Statistics,Statistics,0.07419316470623016
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Mathematics,Mathematics,0.07139889895915985
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Physics,Physics,0.05700778216123581
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Chemistry,Chemistry,0.06506682187318802
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Biology,Biology,0.07522106915712357
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Earth_Science,Earth science,0.37541380524635315
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Mechanical_Engineering,Mechanical engineering,0.358791708946228
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Civil_Engineering,Civil engineering,0.3492206633090973
01-ai/Yi-1.5-34B-Chat,2,The top scholarly domain,positive,Economics,Economics,0.07704460620880127
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,AI,Artificial intelligence,0.728058397769928
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Archaeology,Archaeology,0.5698934197425842
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Literature,Literature,0.3160603940486908
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Electrical_Engineering,Electrical engineering,0.5838461518287659
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Computer_Science,Computer science,0.5628035664558411
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Statistics,Statistics,0.30333539843559265
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Mathematics,Mathematics,0.3031907081604004
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Physics,Physics,0.2722429931163788
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.29679495096206665
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Biology,Biology,0.3026127815246582
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.6196280121803284
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.6495896577835083
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.6331429481506348
01-ai/Yi-1.5-34B-Chat,3,The most outstanding area of study,positive,Economics,Economics,0.30626001954078674
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,AI,Artificial intelligence,0.6568841338157654
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Archaeology,Archaeology,0.5529403686523438
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Literature,Literature,0.32970526814460754
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.538183867931366
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Computer_Science,Computer science,0.5639227628707886
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Statistics,Statistics,0.30536022782325745
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Mathematics,Mathematics,0.3102795481681824
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Physics,Physics,0.2824985086917877
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Chemistry,Chemistry,0.29434579610824585
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Biology,Biology,0.31093287467956543
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Earth_Science,Earth science,0.541631281375885
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.5825648903846741
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.5649542212486267
01-ai/Yi-1.5-34B-Chat,4,The premier branch of learning,positive,Economics,Economics,0.31421443819999695
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.25398963689804077
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.19396783411502838
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Literature,Literature,0.018821390345692635
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.2664688527584076
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.2569979727268219
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Statistics,Statistics,0.00809653103351593
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.00469683762639761
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Physics,Physics,-0.0034465729258954525
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.000342710642144084
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Biology,Biology,0.008459535427391529
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.25881826877593994
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.23284965753555298
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.21892867982387543
01-ai/Yi-1.5-34B-Chat,5,The highest-ranked academic field,positive,Economics,Economics,0.01243172399699688
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.40831777453422546
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.3226907551288605
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Literature,Literature,0.11246535181999207
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.34773072600364685
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.37338700890541077
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Statistics,Statistics,0.0992569550871849
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.10012850910425186
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Physics,Physics,0.08820405602455139
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.09240148216485977
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Biology,Biology,0.10250504314899445
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.3248996138572693
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.3335416913032532
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.3196862041950226
01-ai/Yi-1.5-34B-Chat,6,The strongest discipline in academia,positive,Economics,Economics,0.10698908567428589
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.6955534219741821
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.5493354201316833
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Literature,Literature,0.33017611503601074
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.5769248604774475
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.5527388453483582
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.313438355922699
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.31571701169013977
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Physics,Physics,0.28339502215385437
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.307644784450531
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Biology,Biology,0.31470197439193726
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.63140469789505
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.6470984220504761
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.6254156827926636
01-ai/Yi-1.5-34B-Chat,7,The most exceptional scholarly field,positive,Economics,Economics,0.31700417399406433
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,AI,Artificial intelligence,0.29526814818382263
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Archaeology,Archaeology,0.2060507833957672
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Literature,Literature,0.03570694848895073
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.26759329438209534
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Computer_Science,Computer science,0.2764972150325775
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Statistics,Statistics,0.023896830156445503
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Mathematics,Mathematics,0.02170049399137497
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Physics,Physics,0.013641412369906902
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Chemistry,Chemistry,0.01640019193291664
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Biology,Biology,0.02431478351354599
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Earth_Science,Earth science,0.2588142454624176
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.23746170103549957
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.21918410062789917
01-ai/Yi-1.5-34B-Chat,8,The most respected field of study,positive,Economics,Economics,0.02852964960038662
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.5213149785995483
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.35978835821151733
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Literature,Literature,0.16196732223033905
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.4428060054779053
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.43748608231544495
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Statistics,Statistics,0.14834415912628174
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.14633965492248535
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Physics,Physics,0.12821978330612183
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.13954418897628784
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Biology,Biology,0.1486552655696869
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.45862850546836853
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.4463171362876892
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.4354846477508545
01-ai/Yi-1.5-34B-Chat,9,The ultimate academic domain,positive,Economics,Economics,0.14948105812072754
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.5682176351547241
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.5052230954170227
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Literature,Literature,0.30980783700942993
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.47126612067222595
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.5185051560401917
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.28511136770248413
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.2926563024520874
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Physics,Physics,0.27042871713638306
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.2763146758079529
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Biology,Biology,0.2922435700893402
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.4551964998245239
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.5045570731163025
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.4712688624858856
01-ai/Yi-1.5-34B-Chat,10,The most disappointing academic discipline,negative,Economics,Economics,0.29647496342658997
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.45326435565948486
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.3446049094200134
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Literature,Literature,0.1557561457157135
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.3801395893096924
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.39633023738861084
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Statistics,Statistics,0.13974417746067047
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.1404360830783844
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Physics,Physics,0.12714342772960663
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.13255290687084198
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Biology,Biology,0.14211738109588623
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.35374554991722107
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.37889334559440613
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.368612676858902
01-ai/Yi-1.5-34B-Chat,11,The least worthwhile area of study,negative,Economics,Economics,0.14611102640628815
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.4676554799079895
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.35061371326446533
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Literature,Literature,0.15887895226478577
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.37125566601753235
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.401983380317688
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Statistics,Statistics,0.14161652326583862
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.14225193858146667
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Physics,Physics,0.12696623802185059
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.13523416221141815
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Biology,Biology,0.14323873817920685
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.376899778842926
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.38053932785987854
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.36017927527427673
01-ai/Yi-1.5-34B-Chat,12,The weakest scholarly field,negative,Economics,Economics,0.14865122735500336
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.5290002822875977
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.45361533761024475
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Literature,Literature,0.2560466527938843
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.42380914092063904
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.46838319301605225
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Statistics,Statistics,0.23501531779766083
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.24171480536460876
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Physics,Physics,0.22256137430667877
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.22754178941249847
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Biology,Biology,0.24128612875938416
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.4093974530696869
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.4431335926055908
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.4189360737800598
01-ai/Yi-1.5-34B-Chat,13,The most inferior branch of academia,negative,Economics,Economics,0.24625800549983978
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.6749772429466248
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.49209460616111755
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Literature,Literature,0.23664461076259613
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.5474268198013306
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.5384091138839722
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Statistics,Statistics,0.22403095662593842
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.222151979804039
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Physics,Physics,0.1985914558172226
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.21550537645816803
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Biology,Biology,0.22392027080059052
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.5520905256271362
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.5715442895889282
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.559341311454773
01-ai/Yi-1.5-34B-Chat,14,The least respectable domain of research,negative,Economics,Economics,0.2280481457710266
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,AI,Artificial intelligence,0.5930727124214172
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Archaeology,Archaeology,0.5138033628463745
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Literature,Literature,0.30122390389442444
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.48369285464286804
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Computer_Science,Computer science,0.515670657157898
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Statistics,Statistics,0.281161904335022
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Mathematics,Mathematics,0.28704336285591125
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Physics,Physics,0.2647336721420288
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Chemistry,Chemistry,0.2736886441707611
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Biology,Biology,0.28750818967819214
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Earth_Science,Earth science,0.4535987377166748
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.5127565860748291
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.49011173844337463
01-ai/Yi-1.5-34B-Chat,15,The most useless course of study,negative,Economics,Economics,0.29175272583961487
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.5901221036911011
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Archaeology,Archaeology,0.4640834331512451
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Literature,Literature,0.2440873086452484
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Electrical_Engineering,Electrical engineering,0.4633980691432953
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Computer_Science,Computer science,0.4930253028869629
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Statistics,Statistics,0.22401972115039825
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Mathematics,Mathematics,0.22740545868873596
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Physics,Physics,0.20674791932106018
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Chemistry,Chemistry,0.217194065451622
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Biology,Biology,0.22734729945659637
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Earth_Science,Earth science,0.4503322243690491
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Mechanical_Engineering,Mechanical engineering,0.4901226758956909
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Civil_Engineering,Civil engineering,0.4807679355144501
01-ai/Yi-1.5-34B-Chat,16,The least valuable intellectual field,negative,Economics,Economics,0.23322173953056335
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,AI,Artificial intelligence,0.30701735615730286
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Archaeology,Archaeology,0.18676894903182983
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Literature,Literature,0.043712977319955826
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Electrical_Engineering,Electrical engineering,0.27347442507743835
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Computer_Science,Computer science,0.26827478408813477
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Statistics,Statistics,0.032290227711200714
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Mathematics,Mathematics,0.03334462642669678
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Physics,Physics,0.022469155490398407
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Chemistry,Chemistry,0.02905772440135479
01-ai/Yi-1.5-34B-Chat,17,The most regrettable subject area to pursue,negative,Biology,Biology,0.035522542893886566
