model,prompt_idx,prompt,valence,field,field_name,similarity
mistralai/Mixtral-8x22B-Instruct-v0.1,2,The top scholarly domain,positive,Biology,Biology,0.778420090675354
mistralai/Mixtral-8x22B-Instruct-v0.1,2,The top scholarly domain,positive,Earth_Science,Earth science,0.8446919322013855
mistralai/Mixtral-8x22B-Instruct-v0.1,2,The top scholarly domain,positive,Mechanical_Engineering,Mechanical engineering,0.8480566143989563
mistralai/Mixtral-8x22B-Instruct-v0.1,2,The top scholarly domain,positive,Civil_Engineering,Civil engineering,0.8363369107246399
mistralai/Mixtral-8x22B-Instruct-v0.1,2,The top scholarly domain,positive,Economics,Economics,0.7867077589035034
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,AI,Artificial intelligence,0.8660992383956909
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Archaeology,Archaeology,0.8238876461982727
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Literature,Literature,0.8053144216537476
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Electrical_Engineering,Electrical engineering,0.8545608520507812
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Computer_Science,Computer science,0.856380045413971
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Statistics,Statistics,0.5986673831939697
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Mathematics,Mathematics,0.7904671430587769
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Physics,Physics,0.7769824862480164
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.786683201789856
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Biology,Biology,0.788256824016571
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.8411444425582886
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.8554246425628662
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.8353938460350037
mistralai/Mixtral-8x22B-Instruct-v0.1,3,The most outstanding area of study,positive,Economics,Economics,0.7951302528381348
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,AI,Artificial intelligence,0.8738623261451721
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Archaeology,Archaeology,0.8366966247558594
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Literature,Literature,0.8172092437744141
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.8753172159194946
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Computer_Science,Computer science,0.8693153858184814
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Statistics,Statistics,0.6193411350250244
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Mathematics,Mathematics,0.802902340888977
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Physics,Physics,0.7966703772544861
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Chemistry,Chemistry,0.8055351972579956
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Biology,Biology,0.8077036738395691
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Earth_Science,Earth science,0.8575312495231628
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.8734400868415833
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.8611262440681458
mistralai/Mixtral-8x22B-Instruct-v0.1,4,The premier branch of learning,positive,Economics,Economics,0.8088279962539673
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.8309653401374817
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.7986090779304504
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Literature,Literature,0.7776755690574646
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.8281841278076172
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.8267658352851868
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Statistics,Statistics,0.5954558253288269
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.7533285021781921
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Physics,Physics,0.7489835619926453
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.7587548494338989
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Biology,Biology,0.7592602968215942
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.8164687752723694
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.8272775411605835
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.8120283484458923
mistralai/Mixtral-8x22B-Instruct-v0.1,5,The highest-ranked academic field,positive,Economics,Economics,0.7668439745903015
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.8888213634490967
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.8387511968612671
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Literature,Literature,0.8168657422065735
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.8544076681137085
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.8610498309135437
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Statistics,Statistics,0.6234933733940125
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.8050081133842468
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Physics,Physics,0.7917230725288391
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.7997974157333374
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Biology,Biology,0.8082337975502014
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.8512645363807678
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.8522102236747742
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.8365421891212463
mistralai/Mixtral-8x22B-Instruct-v0.1,6,The strongest discipline in academia,positive,Economics,Economics,0.8174661993980408
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.8601104021072388
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.8131856918334961
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Literature,Literature,0.7937500476837158
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.8561741709709167
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.8565726280212402
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.6067395806312561
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.7745535969734192
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Physics,Physics,0.7674360275268555
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.7752814888954163
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Biology,Biology,0.7741720080375671
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.8445314168930054
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.8553029298782349
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.8438116908073425
mistralai/Mixtral-8x22B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Economics,Economics,0.782153308391571
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,AI,Artificial intelligence,0.8652147650718689
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Archaeology,Archaeology,0.8198753595352173
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Literature,Literature,0.8008379340171814
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.8444235324859619
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Computer_Science,Computer science,0.8515810370445251
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Statistics,Statistics,0.5887480974197388
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Mathematics,Mathematics,0.7856026887893677
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Physics,Physics,0.7698022723197937
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Chemistry,Chemistry,0.7778115272521973
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Biology,Biology,0.7827930450439453
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Earth_Science,Earth science,0.835606038570404
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.8435987830162048
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.8255503177642822
mistralai/Mixtral-8x22B-Instruct-v0.1,8,The most respected field of study,positive,Economics,Economics,0.7944270372390747
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.8746642470359802
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.8262268900871277
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Literature,Literature,0.8092883825302124
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.8711510300636292
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.8723130822181702
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Statistics,Statistics,0.6353328824043274
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.8070695996284485
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Physics,Physics,0.7983707785606384
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.8062272071838379
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Biology,Biology,0.8046774864196777
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.8598932027816772
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.8668972253799438
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.8572146892547607
mistralai/Mixtral-8x22B-Instruct-v0.1,9,The ultimate academic domain,positive,Economics,Economics,0.8072469830513
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.8680702447891235
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.8260601162910461
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Literature,Literature,0.8142759203910828
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.845280110836029
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.8451834917068481
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.6178878545761108
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.791907548904419
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Physics,Physics,0.7815980315208435
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.7870369553565979
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Biology,Biology,0.7999613285064697
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.8390464782714844
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.8419495820999146
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.8245712518692017
mistralai/Mixtral-8x22B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Economics,Economics,0.8029063940048218
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.8564350605010986
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.8095583915710449
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Literature,Literature,0.7910386323928833
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.831511378288269
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.8348360657691956
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Statistics,Statistics,0.5979930758476257
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.7677140831947327
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Physics,Physics,0.7543179392814636
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.763806939125061
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Biology,Biology,0.774355947971344
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.8204056620597839
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.8296987414360046
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.8101865649223328
mistralai/Mixtral-8x22B-Instruct-v0.1,11,The least worthwhile area of study,negative,Economics,Economics,0.7787668704986572
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.8517753481864929
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.8054313063621521
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Literature,Literature,0.785281240940094
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.8305075764656067
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.832510232925415
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Statistics,Statistics,0.5980857014656067
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.7616992592811584
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Physics,Physics,0.7551455497741699
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.7602078914642334
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Biology,Biology,0.7625958323478699
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.8212029933929443
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.827315092086792
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.813808023929596
mistralai/Mixtral-8x22B-Instruct-v0.1,12,The weakest scholarly field,negative,Economics,Economics,0.7738102078437805
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.8834086656570435
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.8279798030853271
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Literature,Literature,0.8072612285614014
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.8478415012359619
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.8557069301605225
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Statistics,Statistics,0.6091814041137695
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.79380202293396
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Physics,Physics,0.783858060836792
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.7910969853401184
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Biology,Biology,0.8012681007385254
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.8455675840377808
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.8451654314994812
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.8305559754371643
mistralai/Mixtral-8x22B-Instruct-v0.1,13,The most inferior branch of academia,negative,Economics,Economics,0.8071496486663818
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.8694133758544922
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.8225314617156982
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Literature,Literature,0.8023405075073242
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.8427521586418152
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.8475604057312012
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Statistics,Statistics,0.6045872569084167
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.7833684682846069
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Physics,Physics,0.775418758392334
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.7833055257797241
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Biology,Biology,0.7887924313545227
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.8409061431884766
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.8391257524490356
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.8269568681716919
mistralai/Mixtral-8x22B-Instruct-v0.1,14,The least respectable domain of research,negative,Economics,Economics,0.7906597256660461
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,AI,Artificial intelligence,0.8369801044464111
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Archaeology,Archaeology,0.7970106601715088
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Literature,Literature,0.7804757356643677
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.8247528076171875
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Computer_Science,Computer science,0.8245097994804382
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Statistics,Statistics,0.5971687436103821
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Mathematics,Mathematics,0.761601448059082
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Physics,Physics,0.7480944395065308
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Chemistry,Chemistry,0.7577505707740784
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Biology,Biology,0.7664767503738403
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Earth_Science,Earth science,0.8093292713165283
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.8231346011161804
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.802964448928833
mistralai/Mixtral-8x22B-Instruct-v0.1,15,The most useless course of study,negative,Economics,Economics,0.7713767290115356
mistralai/Mixtral-8x22B-Instruct-v0.1,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.8510885238647461
