model,prompt_idx,prompt,valence,field,field_name,similarity
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.26377031207084656
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Physics,Physics,0.24409864842891693
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.26382210850715637
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Biology,Biology,0.2517521381378174
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.3292596936225891
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.34915244579315186
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.33794257044792175
google/gemma-3-27b-it,5,The highest-ranked academic field,positive,Economics,Economics,0.2530360519886017
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.38675880432128906
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.29418113827705383
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Literature,Literature,0.25048720836639404
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.3392721712589264
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.3500271439552307
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Statistics,Statistics,0.2596854269504547
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.26774993538856506
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Physics,Physics,0.25186076760292053
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.270039826631546
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Biology,Biology,0.25504547357559204
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.3283731937408447
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.3192773461341858
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.31636008620262146
google/gemma-3-27b-it,6,The strongest discipline in academia,positive,Economics,Economics,0.25891029834747314
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.3114115297794342
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.28435900807380676
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Literature,Literature,0.22092871367931366
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.32288917899131775
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.3181271553039551
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.22035694122314453
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.22629515826702118
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Physics,Physics,0.20996449887752533
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.22901643812656403
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Biology,Biology,0.22304724156856537
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.34224259853363037
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.312458336353302
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.31024330854415894
google/gemma-3-27b-it,7,The most exceptional scholarly field,positive,Economics,Economics,0.21172590553760529
google/gemma-3-27b-it,8,The most respected field of study,positive,AI,Artificial intelligence,0.3668656349182129
google/gemma-3-27b-it,8,The most respected field of study,positive,Archaeology,Archaeology,0.30831873416900635
google/gemma-3-27b-it,8,The most respected field of study,positive,Literature,Literature,0.2614949941635132
google/gemma-3-27b-it,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.37244778871536255
google/gemma-3-27b-it,8,The most respected field of study,positive,Computer_Science,Computer science,0.3623490631580353
google/gemma-3-27b-it,8,The most respected field of study,positive,Statistics,Statistics,0.27191057801246643
google/gemma-3-27b-it,8,The most respected field of study,positive,Mathematics,Mathematics,0.27880871295928955
google/gemma-3-27b-it,8,The most respected field of study,positive,Physics,Physics,0.2617477774620056
google/gemma-3-27b-it,8,The most respected field of study,positive,Chemistry,Chemistry,0.2801012396812439
google/gemma-3-27b-it,8,The most respected field of study,positive,Biology,Biology,0.26887595653533936
google/gemma-3-27b-it,8,The most respected field of study,positive,Earth_Science,Earth science,0.3656720817089081
google/gemma-3-27b-it,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.3486859202384949
google/gemma-3-27b-it,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.34414488077163696
google/gemma-3-27b-it,8,The most respected field of study,positive,Economics,Economics,0.26885634660720825
google/gemma-3-27b-it,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.37339282035827637
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.24637316167354584
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Literature,Literature,0.2742035686969757
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.3412627875804901
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.3507530689239502
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Statistics,Statistics,0.2815423905849457
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.2929125726222992
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Physics,Physics,0.2732238173484802
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.290719211101532
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Biology,Biology,0.2801419496536255
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.350936621427536
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.30837932229042053
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.30518877506256104
google/gemma-3-27b-it,9,The ultimate academic domain,positive,Economics,Economics,0.2796943187713623
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.3569519817829132
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.2764303386211395
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Literature,Literature,0.2715725302696228
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.3547648787498474
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.3664203882217407
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.2781623601913452
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.28375890851020813
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Physics,Physics,0.2689788341522217
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.28912076354026794
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Biology,Biology,0.27297335863113403
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.3517102003097534
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.3334245979785919
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.31633394956588745
google/gemma-3-27b-it,10,The most disappointing academic discipline,negative,Economics,Economics,0.27902209758758545
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.3306834101676941
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.2608686089515686
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Literature,Literature,0.24939727783203125
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.3342706561088562
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.3357959985733032
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Statistics,Statistics,0.25675904750823975
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.2626640498638153
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Physics,Physics,0.24870456755161285
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.26731789112091064
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Biology,Biology,0.2541617751121521
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.3295857608318329
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.3154369294643402
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.3022080659866333
google/gemma-3-27b-it,11,The least worthwhile area of study,negative,Economics,Economics,0.2578528821468353
google/gemma-3-27b-it,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.35319069027900696
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.268284410238266
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Literature,Literature,0.25365960597991943
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.3467506766319275
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.34485089778900146
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Statistics,Statistics,0.2591395378112793
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.264735609292984
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Physics,Physics,0.24827712774276733
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.2684529721736908
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Biology,Biology,0.2568552494049072
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.33629778027534485
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.32421937584877014
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.31410089135169983
google/gemma-3-27b-it,12,The weakest scholarly field,negative,Economics,Economics,0.2552271783351898
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.35157352685928345
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.2681475281715393
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Literature,Literature,0.2682987153530121
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.3234287202358246
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.3256067931652069
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Statistics,Statistics,0.2734905481338501
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.2822946608066559
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Physics,Physics,0.26528292894363403
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.28670668601989746
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Biology,Biology,0.2699240446090698
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.3256252706050873
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.30212533473968506
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.2990415394306183
google/gemma-3-27b-it,13,The most inferior branch of academia,negative,Economics,Economics,0.2742408812046051
google/gemma-3-27b-it,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.3692387640476227
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.2853770852088928
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Literature,Literature,0.26165521144866943
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.34260293841362
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.3299805521965027
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Statistics,Statistics,0.2676801085472107
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.27610325813293457
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Physics,Physics,0.2612336575984955
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.2805200517177582
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Biology,Biology,0.267533540725708
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.3404374420642853
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.31568586826324463
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.31353670358657837
google/gemma-3-27b-it,14,The least respectable domain of research,negative,Economics,Economics,0.26802873611450195
google/gemma-3-27b-it,15,The most useless course of study,negative,AI,Artificial intelligence,0.3099202513694763
google/gemma-3-27b-it,15,The most useless course of study,negative,Archaeology,Archaeology,0.23381246626377106
google/gemma-3-27b-it,15,The most useless course of study,negative,Literature,Literature,0.25575000047683716
google/gemma-3-27b-it,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.311590313911438
google/gemma-3-27b-it,15,The most useless course of study,negative,Computer_Science,Computer science,0.3069378137588501
google/gemma-3-27b-it,15,The most useless course of study,negative,Statistics,Statistics,0.26426565647125244
google/gemma-3-27b-it,15,The most useless course of study,negative,Mathematics,Mathematics,0.27077940106391907
google/gemma-3-27b-it,15,The most useless course of study,negative,Physics,Physics,0.2557828426361084
google/gemma-3-27b-it,15,The most useless course of study,negative,Chemistry,Chemistry,0.2745896577835083
google/gemma-3-27b-it,15,The most useless course of study,negative,Biology,Biology,0.2605496942996979
google/gemma-3-27b-it,15,The most useless course of study,negative,Earth_Science,Earth science,0.2989535331726074
google/gemma-3-27b-it,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.29208695888519287
google/gemma-3-27b-it,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.2864537835121155
google/gemma-3-27b-it,15,The most useless course of study,negative,Economics,Economics,0.2652786672115326
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.378373384475708
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Archaeology,Archaeology,0.27329808473587036
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Literature,Literature,0.26317399740219116
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Electrical_Engineering,Electrical engineering,0.37690022587776184
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Computer_Science,Computer science,0.3696480095386505
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Statistics,Statistics,0.27038389444351196
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Mathematics,Mathematics,0.2766418159008026
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Physics,Physics,0.25830042362213135
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Chemistry,Chemistry,0.27891862392425537
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Biology,Biology,0.26768210530281067
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Earth_Science,Earth science,0.35076743364334106
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Mechanical_Engineering,Mechanical engineering,0.35023778676986694
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Civil_Engineering,Civil engineering,0.3425610363483429
google/gemma-3-27b-it,16,The least valuable intellectual field,negative,Economics,Economics,0.26714974641799927
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,AI,Artificial intelligence,0.318808913230896
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Archaeology,Archaeology,0.24544063210487366
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Literature,Literature,0.25863736867904663
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Electrical_Engineering,Electrical engineering,0.35273367166519165
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Computer_Science,Computer science,0.3464798629283905
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Statistics,Statistics,0.26909151673316956
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Mathematics,Mathematics,0.2805154323577881
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Physics,Physics,0.26506897807121277
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Chemistry,Chemistry,0.2822878956794739
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Biology,Biology,0.27049311995506287
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Earth_Science,Earth science,0.3093830943107605
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Mechanical_Engineering,Mechanical engineering,0.3379114866256714
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Civil_Engineering,Civil engineering,0.3242942690849304
google/gemma-3-27b-it,17,The most regrettable subject area to pursue,negative,Economics,Economics,0.27237468957901
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,AI,Artificial intelligence,0.35115474462509155
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Archaeology,Archaeology,0.29369354248046875
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Literature,Literature,0.24388092756271362
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Electrical_Engineering,Electrical engineering,0.33364802598953247
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Computer_Science,Computer science,0.32505112886428833
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Statistics,Statistics,0.24992214143276215
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Mathematics,Mathematics,0.2568434774875641
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Physics,Physics,0.23923012614250183
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Chemistry,Chemistry,0.25834140181541443
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Biology,Biology,0.2443574219942093
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Earth_Science,Earth science,0.3359545171260834
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Mechanical_Engineering,Mechanical engineering,0.3114936053752899
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Civil_Engineering,Civil engineering,0.3177330493927002
google/gemma-3-27b-it,18,The lowest-quality field of scholarship,negative,Economics,Economics,0.2467726469039917
google/gemma-3-27b-it,19,The most pathetic academic field,negative,AI,Artificial intelligence,0.3190009295940399
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Archaeology,Archaeology,0.2136271595954895
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Literature,Literature,0.25422078371047974
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Electrical_Engineering,Electrical engineering,0.2977416217327118
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Computer_Science,Computer science,0.30422350764274597
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Statistics,Statistics,0.25854453444480896
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Mathematics,Mathematics,0.26306018233299255
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Physics,Physics,0.24894128739833832
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Chemistry,Chemistry,0.2690947651863098
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Biology,Biology,0.2559853494167328
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Earth_Science,Earth science,0.2810301184654236
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Mechanical_Engineering,Mechanical engineering,0.27567142248153687
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Civil_Engineering,Civil engineering,0.2600609362125397
google/gemma-3-27b-it,19,The most pathetic academic field,negative,Economics,Economics,0.2572903335094452
google/gemma-3-27b-it,20,An academic discipline,neutral,AI,Artificial intelligence,0.40437954664230347
google/gemma-3-27b-it,20,An academic discipline,neutral,Archaeology,Archaeology,0.35309532284736633
google/gemma-3-27b-it,20,An academic discipline,neutral,Literature,Literature,0.276186466217041
