model,prompt_idx,prompt,valence,field,field_name,similarity
dphn/dolphin-2.9.1-yi-1.5-34b,2,The top scholarly domain,positive,Economics,Economics,0.41635310649871826
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,AI,Artificial intelligence,0.7765039205551147
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Archaeology,Archaeology,0.6916961073875427
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Literature,Literature,0.4639306366443634
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Electrical_Engineering,Electrical engineering,0.7204428315162659
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Computer_Science,Computer science,0.6977971792221069
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Statistics,Statistics,0.38948923349380493
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Mathematics,Mathematics,0.427970826625824
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Physics,Physics,0.3772923946380615
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.3963928520679474
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Biology,Biology,0.42096278071403503
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.7579726576805115
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.7476062774658203
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.7203477621078491
dphn/dolphin-2.9.1-yi-1.5-34b,3,The most outstanding area of study,positive,Economics,Economics,0.40522125363349915
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,AI,Artificial intelligence,0.8433671593666077
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Archaeology,Archaeology,0.7737436294555664
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Literature,Literature,0.5192709565162659
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.7841188907623291
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Computer_Science,Computer science,0.7770432829856873
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Statistics,Statistics,0.44087034463882446
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Mathematics,Mathematics,0.48560670018196106
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Physics,Physics,0.4297250211238861
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Chemistry,Chemistry,0.44471806287765503
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Biology,Biology,0.48012620210647583
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Earth_Science,Earth science,0.8163813352584839
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.8156871795654297
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.8005875945091248
dphn/dolphin-2.9.1-yi-1.5-34b,4,The premier branch of learning,positive,Economics,Economics,0.4662826359272003
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.8023952841758728
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.7243169546127319
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Literature,Literature,0.47051510214805603
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.7496441006660461
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.7374697923660278
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Statistics,Statistics,0.3989016115665436
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.43671396374702454
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Physics,Physics,0.3855891525745392
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.4022204279899597
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Biology,Biology,0.4301987886428833
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.787611186504364
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.7724602818489075
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.7545931339263916
dphn/dolphin-2.9.1-yi-1.5-34b,5,The highest-ranked academic field,positive,Economics,Economics,0.4216007888317108
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.8243995904922485
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.7274914979934692
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Literature,Literature,0.46538713574409485
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.7514137625694275
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.7389160394668579
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Statistics,Statistics,0.39423319697380066
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.4354040026664734
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Physics,Physics,0.38511955738067627
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.3996472954750061
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Biology,Biology,0.42472341656684875
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.7884753942489624
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.7656052112579346
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.7484029531478882
dphn/dolphin-2.9.1-yi-1.5-34b,6,The strongest discipline in academia,positive,Economics,Economics,0.41984596848487854
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.7789154648780823
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.6923706531524658
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Literature,Literature,0.48068755865097046
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.7357564568519592
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.7194787859916687
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.39467787742614746
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.43847787380218506
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Physics,Physics,0.3840746581554413
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.40061458945274353
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Biology,Biology,0.430240660905838
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.7748677730560303
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.7710051536560059
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.7455973029136658
dphn/dolphin-2.9.1-yi-1.5-34b,7,The most exceptional scholarly field,positive,Economics,Economics,0.41742298007011414
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,AI,Artificial intelligence,0.8422990441322327
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Archaeology,Archaeology,0.7558783292770386
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Literature,Literature,0.5044980645179749
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.7790624499320984
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Computer_Science,Computer science,0.7686131000518799
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Statistics,Statistics,0.4265572428703308
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Mathematics,Mathematics,0.46981045603752136
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Physics,Physics,0.41463208198547363
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Chemistry,Chemistry,0.43050703406333923
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Biology,Biology,0.46118637919425964
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Earth_Science,Earth science,0.8205830454826355
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.8065289258956909
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.7856148481369019
dphn/dolphin-2.9.1-yi-1.5-34b,8,The most respected field of study,positive,Economics,Economics,0.45161861181259155
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.8075542449951172
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.6722877621650696
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Literature,Literature,0.46824443340301514
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.7502412796020508
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.7407828569412231
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Statistics,Statistics,0.391921728849411
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.43267717957496643
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Physics,Physics,0.3777943253517151
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.39310815930366516
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Biology,Biology,0.42609691619873047
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.8029304146766663
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.7809252142906189
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.7650956511497498
dphn/dolphin-2.9.1-yi-1.5-34b,9,The ultimate academic domain,positive,Economics,Economics,0.410086065530777
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.8327807188034058
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.7878730297088623
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Literature,Literature,0.5364876985549927
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.7662022113800049
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.7726197838783264
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.4680280089378357
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.5080754160881042
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Physics,Physics,0.4595552980899811
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.47206246852874756
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Biology,Biology,0.5003288388252258
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.7984188795089722
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.7974004745483398
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.7730892300605774
dphn/dolphin-2.9.1-yi-1.5-34b,10,The most disappointing academic discipline,negative,Economics,Economics,0.48993581533432007
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.8435608744621277
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.7429021000862122
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Literature,Literature,0.5214865207672119
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.7877539396286011
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.7676315903663635
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Statistics,Statistics,0.45444703102111816
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.4931640326976776
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Physics,Physics,0.4400090277194977
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.456556111574173
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Biology,Biology,0.4867739677429199
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.8282212615013123
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.8133071064949036
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.7945975661277771
dphn/dolphin-2.9.1-yi-1.5-34b,11,The least worthwhile area of study,negative,Economics,Economics,0.47648561000823975
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.8283905982971191
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.726711094379425
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Literature,Literature,0.5050716996192932
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.7622958421707153
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.751689612865448
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Statistics,Statistics,0.43117693066596985
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.47112566232681274
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Physics,Physics,0.4191988706588745
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.4355495274066925
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Biology,Biology,0.4625171720981598
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.8088154196739197
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.7876297235488892
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.7620618343353271
dphn/dolphin-2.9.1-yi-1.5-34b,12,The weakest scholarly field,negative,Economics,Economics,0.45468828082084656
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.8167862892150879
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.740308940410614
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Literature,Literature,0.48501724004745483
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.7398805022239685
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.7324275970458984
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Statistics,Statistics,0.41480639576911926
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.45571544766426086
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Physics,Physics,0.40743356943130493
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.41953203082084656
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Biology,Biology,0.4453045725822449
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.7750654816627502
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.7627527713775635
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.7345160841941833
dphn/dolphin-2.9.1-yi-1.5-34b,13,The most inferior branch of academia,negative,Economics,Economics,0.43670356273651123
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.8122360110282898
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.6754012107849121
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Literature,Literature,0.44233399629592896
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.7414796352386475
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.7253975868225098
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Statistics,Statistics,0.368612676858902
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.4071447551250458
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Physics,Physics,0.3551746606826782
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.37192991375923157
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Biology,Biology,0.39952564239501953
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.7925635576248169
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.7576345801353455
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.7376409769058228
dphn/dolphin-2.9.1-yi-1.5-34b,14,The least respectable domain of research,negative,Economics,Economics,0.3898211121559143
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,AI,Artificial intelligence,0.8194345831871033
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Archaeology,Archaeology,0.7761393189430237
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Literature,Literature,0.5395516157150269
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.76035475730896
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Computer_Science,Computer science,0.7521660327911377
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Statistics,Statistics,0.4726841151714325
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Mathematics,Mathematics,0.5135195851325989
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Physics,Physics,0.4642547369003296
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Chemistry,Chemistry,0.4780906140804291
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Biology,Biology,0.505313515663147
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Earth_Science,Earth science,0.7754616737365723
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.7862289547920227
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.7634400725364685
dphn/dolphin-2.9.1-yi-1.5-34b,15,The most useless course of study,negative,Economics,Economics,0.4943685829639435
dphn/dolphin-2.9.1-yi-1.5-34b,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.8278366327285767
dphn/dolphin-2.9.1-yi-1.5-34b,16,The least valuable intellectual field,negative,Archaeology,Archaeology,0.7487140893936157
dphn/dolphin-2.9.1-yi-1.5-34b,16,The least valuable intellectual field,negative,Literature,Literature,0.5239716172218323
dphn/dolphin-2.9.1-yi-1.5-34b,16,The least valuable intellectual field,negative,Electrical_Engineering,Electrical engineering,0.7570075988769531
dphn/dolphin-2.9.1-yi-1.5-34b,16,The least valuable intellectual field,negative,Computer_Science,Computer science,0.7496817111968994
