model,prompt_idx,prompt,valence,field,field_name,similarity
mistralai/Mixtral-8x7B-Instruct-v0.1,1,The finest field of study,positive,Biology,Biology,0.7876315712928772
mistralai/Mixtral-8x7B-Instruct-v0.1,1,The finest field of study,positive,Earth_Science,Earth science,0.8963198065757751
mistralai/Mixtral-8x7B-Instruct-v0.1,1,The finest field of study,positive,Mechanical_Engineering,Mechanical engineering,0.8813512325286865
mistralai/Mixtral-8x7B-Instruct-v0.1,1,The finest field of study,positive,Civil_Engineering,Civil engineering,0.8949609994888306
mistralai/Mixtral-8x7B-Instruct-v0.1,1,The finest field of study,positive,Economics,Economics,0.8452568650245667
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,AI,Artificial intelligence,0.8787693977355957
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Archaeology,Archaeology,0.8314695358276367
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Literature,Literature,0.7939499616622925
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Electrical_Engineering,Electrical engineering,0.8655660152435303
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Computer_Science,Computer science,0.8809099197387695
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Statistics,Statistics,0.8405154347419739
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Mathematics,Mathematics,0.7918637990951538
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Physics,Physics,0.7604647874832153
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Chemistry,Chemistry,0.7987582087516785
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Biology,Biology,0.7571077346801758
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Earth_Science,Earth science,0.8722461462020874
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Mechanical_Engineering,Mechanical engineering,0.8563567399978638
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Civil_Engineering,Civil engineering,0.8678867816925049
mistralai/Mixtral-8x7B-Instruct-v0.1,2,The top scholarly domain,positive,Economics,Economics,0.815449595451355
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,AI,Artificial intelligence,0.8885881304740906
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Archaeology,Archaeology,0.8725413680076599
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Literature,Literature,0.8159590363502502
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Electrical_Engineering,Electrical engineering,0.8864092826843262
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Computer_Science,Computer science,0.9033808708190918
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Statistics,Statistics,0.8791242241859436
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Mathematics,Mathematics,0.8335681557655334
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Physics,Physics,0.7872840762138367
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.8423277735710144
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Biology,Biology,0.7924208045005798
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.8863840103149414
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.8838545083999634
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.8933754563331604
mistralai/Mixtral-8x7B-Instruct-v0.1,3,The most outstanding area of study,positive,Economics,Economics,0.8551650643348694
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,AI,Artificial intelligence,0.9052298069000244
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Archaeology,Archaeology,0.8780595660209656
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Literature,Literature,0.8337357640266418
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.8960766792297363
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Computer_Science,Computer science,0.9124361276626587
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Statistics,Statistics,0.8708585500717163
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Mathematics,Mathematics,0.8331204652786255
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Physics,Physics,0.8073428273200989
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Chemistry,Chemistry,0.8507621884346008
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Biology,Biology,0.8120630383491516
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Earth_Science,Earth science,0.8982651233673096
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.8889620304107666
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.9002925157546997
mistralai/Mixtral-8x7B-Instruct-v0.1,4,The premier branch of learning,positive,Economics,Economics,0.8658597469329834
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.8664162755012512
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.8355612754821777
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Literature,Literature,0.7901918888092041
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.8577587604522705
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.8793384432792664
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Statistics,Statistics,0.8361662030220032
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.7875677347183228
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Physics,Physics,0.7629793286323547
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.806548535823822
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Biology,Biology,0.7632307410240173
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.8620131015777588
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.8529218435287476
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.8615574836730957
mistralai/Mixtral-8x7B-Instruct-v0.1,5,The highest-ranked academic field,positive,Economics,Economics,0.8184847831726074
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.9139034152030945
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.8623552322387695
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Literature,Literature,0.8208185434341431
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.8810704350471497
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.9067705869674683
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Statistics,Statistics,0.8641269207000732
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.8292078971862793
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Physics,Physics,0.7865806221961975
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.8345202803611755
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Biology,Biology,0.7956001162528992
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.8850129842758179
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.8745114803314209
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.8839702606201172
mistralai/Mixtral-8x7B-Instruct-v0.1,6,The strongest discipline in academia,positive,Economics,Economics,0.8596736192703247
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.8850709795951843
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.8489340543746948
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Literature,Literature,0.8047546148300171
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.8712257742881775
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.8878508806228638
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.8431587219238281
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.793895959854126
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Physics,Physics,0.7738292217254639
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.8112655282020569
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Biology,Biology,0.7730661630630493
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.8810467720031738
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.8647592663764954
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.8795434832572937
mistralai/Mixtral-8x7B-Instruct-v0.1,7,The most exceptional scholarly field,positive,Economics,Economics,0.8232744932174683
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,AI,Artificial intelligence,0.9023770689964294
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Archaeology,Archaeology,0.8678489327430725
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Literature,Literature,0.8209367990493774
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.880535364151001
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Computer_Science,Computer science,0.9007598161697388
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Statistics,Statistics,0.8743432760238647
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Mathematics,Mathematics,0.8248386383056641
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Physics,Physics,0.7833349704742432
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Chemistry,Chemistry,0.8364171981811523
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Biology,Biology,0.7901026010513306
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Earth_Science,Earth science,0.883108377456665
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.8741649389266968
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.8853300213813782
mistralai/Mixtral-8x7B-Instruct-v0.1,8,The most respected field of study,positive,Economics,Economics,0.8557586073875427
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.8932301998138428
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.8479958772659302
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Literature,Literature,0.8149247765541077
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.8821670413017273
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.890932023525238
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Statistics,Statistics,0.8654107451438904
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.8188993334770203
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Physics,Physics,0.7925450801849365
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.8244724869728088
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Biology,Biology,0.7850451469421387
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.8845138549804688
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.8733419179916382
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.8790861368179321
mistralai/Mixtral-8x7B-Instruct-v0.1,9,The ultimate academic domain,positive,Economics,Economics,0.840697169303894
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.887255847454071
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.8538877964019775
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Literature,Literature,0.8066863417625427
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.8580935597419739
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.8869016766548157
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.8515753746032715
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.8111425638198853
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Physics,Physics,0.7678624391555786
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.8207861185073853
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Biology,Biology,0.7783911824226379
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.8658093810081482
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.8506444692611694
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.8637479543685913
mistralai/Mixtral-8x7B-Instruct-v0.1,10,The most disappointing academic discipline,negative,Economics,Economics,0.8455019593238831
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.8841707706451416
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.8510675430297852
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Literature,Literature,0.8104156255722046
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.8635215759277344
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.8833373785018921
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Statistics,Statistics,0.8510352969169617
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.8112439513206482
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Physics,Physics,0.7801591157913208
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.82547527551651
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Biology,Biology,0.7910835146903992
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.866675078868866
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.8522220849990845
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.8652753829956055
mistralai/Mixtral-8x7B-Instruct-v0.1,11,The least worthwhile area of study,negative,Economics,Economics,0.8446232676506042
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.8865681886672974
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.85796058177948
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Literature,Literature,0.8133507370948792
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.8617780208587646
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.8820827603340149
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Statistics,Statistics,0.8484099507331848
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.8093327283859253
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Physics,Physics,0.7849605679512024
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.8261289000511169
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Biology,Biology,0.7918127775192261
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.8680687546730042
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.8535823822021484
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.8651067018508911
mistralai/Mixtral-8x7B-Instruct-v0.1,12,The weakest scholarly field,negative,Economics,Economics,0.846534013748169
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.9091397523880005
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.8612948656082153
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Literature,Literature,0.816310703754425
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.8759581446647644
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.9013405442237854
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Statistics,Statistics,0.8556602001190186
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.8193002939224243
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Physics,Physics,0.7878202795982361
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.8321853280067444
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Biology,Biology,0.7970818877220154
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.8826250433921814
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.8665428161621094
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.8795629739761353
mistralai/Mixtral-8x7B-Instruct-v0.1,13,The most inferior branch of academia,negative,Economics,Economics,0.8558396697044373
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.8912697434425354
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.8424647450447083
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Literature,Literature,0.810757577419281
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.8670190572738647
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.8867084383964539
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Statistics,Statistics,0.836486279964447
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.8078799843788147
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Physics,Physics,0.7768494486808777
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.8150269389152527
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Biology,Biology,0.782651424407959
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.8742971420288086
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.8596904873847961
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.8677284121513367
mistralai/Mixtral-8x7B-Instruct-v0.1,14,The least respectable domain of research,negative,Economics,Economics,0.8352223038673401
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,AI,Artificial intelligence,0.8733246922492981
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Archaeology,Archaeology,0.8505024909973145
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Literature,Literature,0.7973340749740601
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.8562126159667969
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Computer_Science,Computer science,0.8803300261497498
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Statistics,Statistics,0.8482852578163147
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Mathematics,Mathematics,0.8101428151130676
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Physics,Physics,0.7696057558059692
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Chemistry,Chemistry,0.8242498636245728
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Biology,Biology,0.781997561454773
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Earth_Science,Earth science,0.8555350303649902
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.848551869392395
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.8593027591705322
mistralai/Mixtral-8x7B-Instruct-v0.1,15,The most useless course of study,negative,Economics,Economics,0.840908408164978
mistralai/Mixtral-8x7B-Instruct-v0.1,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.8962078094482422
