model,prompt,valence,field,similarity
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Archaeology,0.5546875
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Literature,0.447265625
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Electrical_Engineering,0.6328125
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Computer_Science,0.55859375
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Statistics,0.419921875
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Mathematics,0.427734375
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Physics,0.396484375
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Chemistry,0.416015625
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Biology,0.421875
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Earth_Science,0.6796875
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Mechanical_Engineering,0.6640625
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Civil_Engineering,0.65234375
01-ai/Yi-1.5-34B-Chat,The lowest-quality field of scholarship,negative,Economics,0.423828125
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,AI,0.703125
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Archaeology,0.53125
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Literature,0.408203125
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Electrical_Engineering,0.60546875
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Computer_Science,0.5546875
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Statistics,0.3828125
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Mathematics,0.392578125
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Physics,0.353515625
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Chemistry,0.37890625
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Biology,0.384765625
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Earth_Science,0.6640625
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Mechanical_Engineering,0.64453125
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Civil_Engineering,0.62890625
01-ai/Yi-1.5-34B-Chat,The most pathetic academic field,negative,Economics,0.388671875
