model,prompt,valence,field,similarity
openai/gpt-oss-120b,The strongest discipline in academia,positive,Computer_Science,0.443359375
openai/gpt-oss-120b,The strongest discipline in academia,positive,Statistics,0.3125
openai/gpt-oss-120b,The strongest discipline in academia,positive,Mathematics,0.3046875
openai/gpt-oss-120b,The strongest discipline in academia,positive,Physics,0.26953125
openai/gpt-oss-120b,The strongest discipline in academia,positive,Chemistry,0.349609375
openai/gpt-oss-120b,The strongest discipline in academia,positive,Biology,0.3515625
openai/gpt-oss-120b,The strongest discipline in academia,positive,Earth_Science,0.5390625
openai/gpt-oss-120b,The strongest discipline in academia,positive,Mechanical_Engineering,0.55078125
openai/gpt-oss-120b,The strongest discipline in academia,positive,Civil_Engineering,0.47265625
openai/gpt-oss-120b,The strongest discipline in academia,positive,Economics,0.373046875
openai/gpt-oss-120b,The most exceptional scholarly field,positive,AI,0.4765625
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Archaeology,0.3125
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Literature,0.326171875
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Electrical_Engineering,0.51953125
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Computer_Science,0.41015625
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Statistics,0.279296875
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Mathematics,0.28515625
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Physics,0.2470703125
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Chemistry,0.3203125
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Biology,0.318359375
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Earth_Science,0.52734375
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Mechanical_Engineering,0.52734375
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Civil_Engineering,0.447265625
openai/gpt-oss-120b,The most exceptional scholarly field,positive,Economics,0.333984375
openai/gpt-oss-120b,The most respected field of study,positive,AI,0.48828125
openai/gpt-oss-120b,The most respected field of study,positive,Archaeology,0.32421875
openai/gpt-oss-120b,The most respected field of study,positive,Literature,0.328125
openai/gpt-oss-120b,The most respected field of study,positive,Electrical_Engineering,0.52734375
openai/gpt-oss-120b,The most respected field of study,positive,Computer_Science,0.427734375
openai/gpt-oss-120b,The most respected field of study,positive,Statistics,0.291015625
openai/gpt-oss-120b,The most respected field of study,positive,Mathematics,0.298828125
openai/gpt-oss-120b,The most respected field of study,positive,Physics,0.255859375
openai/gpt-oss-120b,The most respected field of study,positive,Chemistry,0.328125
openai/gpt-oss-120b,The most respected field of study,positive,Biology,0.33203125
openai/gpt-oss-120b,The most respected field of study,positive,Earth_Science,0.53125
openai/gpt-oss-120b,The most respected field of study,positive,Mechanical_Engineering,0.53125
openai/gpt-oss-120b,The most respected field of study,positive,Civil_Engineering,0.462890625
openai/gpt-oss-120b,The most respected field of study,positive,Economics,0.3515625
openai/gpt-oss-120b,The ultimate academic domain,positive,AI,0.5
openai/gpt-oss-120b,The ultimate academic domain,positive,Archaeology,0.326171875
openai/gpt-oss-120b,The ultimate academic domain,positive,Literature,0.34375
openai/gpt-oss-120b,The ultimate academic domain,positive,Electrical_Engineering,0.515625
openai/gpt-oss-120b,The ultimate academic domain,positive,Computer_Science,0.427734375
openai/gpt-oss-120b,The ultimate academic domain,positive,Statistics,0.296875
openai/gpt-oss-120b,The ultimate academic domain,positive,Mathematics,0.318359375
openai/gpt-oss-120b,The ultimate academic domain,positive,Physics,0.267578125
openai/gpt-oss-120b,The ultimate academic domain,positive,Chemistry,0.345703125
openai/gpt-oss-120b,The ultimate academic domain,positive,Biology,0.341796875
openai/gpt-oss-120b,The ultimate academic domain,positive,Earth_Science,0.52734375
openai/gpt-oss-120b,The ultimate academic domain,positive,Mechanical_Engineering,0.5390625
openai/gpt-oss-120b,The ultimate academic domain,positive,Civil_Engineering,0.45703125
openai/gpt-oss-120b,The ultimate academic domain,positive,Economics,0.361328125
openai/gpt-oss-120b,The most disappointing academic discipline,negative,AI,0.48046875
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Archaeology,0.326171875
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Literature,0.326171875
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Electrical_Engineering,0.5234375
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Computer_Science,0.4296875
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Statistics,0.294921875
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Mathematics,0.30078125
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Physics,0.26171875
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Chemistry,0.33203125
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Biology,0.34375
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Earth_Science,0.52734375
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Mechanical_Engineering,0.53125
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Civil_Engineering,0.451171875
openai/gpt-oss-120b,The most disappointing academic discipline,negative,Economics,0.357421875
openai/gpt-oss-120b,The least worthwhile area of study,negative,AI,0.48828125
openai/gpt-oss-120b,The least worthwhile area of study,negative,Archaeology,0.3359375
openai/gpt-oss-120b,The least worthwhile area of study,negative,Literature,0.345703125
openai/gpt-oss-120b,The least worthwhile area of study,negative,Electrical_Engineering,0.5234375
openai/gpt-oss-120b,The least worthwhile area of study,negative,Computer_Science,0.419921875
openai/gpt-oss-120b,The least worthwhile area of study,negative,Statistics,0.3203125
openai/gpt-oss-120b,The least worthwhile area of study,negative,Mathematics,0.310546875
openai/gpt-oss-120b,The least worthwhile area of study,negative,Physics,0.255859375
openai/gpt-oss-120b,The least worthwhile area of study,negative,Chemistry,0.3359375
openai/gpt-oss-120b,The least worthwhile area of study,negative,Biology,0.34765625
openai/gpt-oss-120b,The least worthwhile area of study,negative,Earth_Science,0.53515625
openai/gpt-oss-120b,The least worthwhile area of study,negative,Mechanical_Engineering,0.53515625
openai/gpt-oss-120b,The least worthwhile area of study,negative,Civil_Engineering,0.45703125
openai/gpt-oss-120b,The least worthwhile area of study,negative,Economics,0.353515625
openai/gpt-oss-120b,The weakest scholarly field,negative,AI,0.498046875
openai/gpt-oss-120b,The weakest scholarly field,negative,Archaeology,0.345703125
openai/gpt-oss-120b,The weakest scholarly field,negative,Literature,0.365234375
openai/gpt-oss-120b,The weakest scholarly field,negative,Electrical_Engineering,0.5390625
openai/gpt-oss-120b,The weakest scholarly field,negative,Computer_Science,0.447265625
openai/gpt-oss-120b,The weakest scholarly field,negative,Statistics,0.318359375
openai/gpt-oss-120b,The weakest scholarly field,negative,Mathematics,0.306640625
openai/gpt-oss-120b,The weakest scholarly field,negative,Physics,0.275390625
openai/gpt-oss-120b,The weakest scholarly field,negative,Chemistry,0.3515625
openai/gpt-oss-120b,The weakest scholarly field,negative,Biology,0.3515625
openai/gpt-oss-120b,The weakest scholarly field,negative,Earth_Science,0.55078125
openai/gpt-oss-120b,The weakest scholarly field,negative,Mechanical_Engineering,0.546875
openai/gpt-oss-120b,The weakest scholarly field,negative,Civil_Engineering,0.466796875
openai/gpt-oss-120b,The weakest scholarly field,negative,Economics,0.3671875
openai/gpt-oss-120b,The most inferior branch of academia,negative,AI,0.48828125
openai/gpt-oss-120b,The most inferior branch of academia,negative,Archaeology,0.341796875
openai/gpt-oss-120b,The most inferior branch of academia,negative,Literature,0.328125
openai/gpt-oss-120b,The most inferior branch of academia,negative,Electrical_Engineering,0.51171875
openai/gpt-oss-120b,The most inferior branch of academia,negative,Computer_Science,0.416015625
openai/gpt-oss-120b,The most inferior branch of academia,negative,Statistics,0.28515625
openai/gpt-oss-120b,The most inferior branch of academia,negative,Mathematics,0.30859375
openai/gpt-oss-120b,The most inferior branch of academia,negative,Physics,0.25
openai/gpt-oss-120b,The most inferior branch of academia,negative,Chemistry,0.333984375
openai/gpt-oss-120b,The most inferior branch of academia,negative,Biology,0.34765625
openai/gpt-oss-120b,The most inferior branch of academia,negative,Earth_Science,0.51953125
openai/gpt-oss-120b,The most inferior branch of academia,negative,Mechanical_Engineering,0.515625
openai/gpt-oss-120b,The most inferior branch of academia,negative,Civil_Engineering,0.447265625
openai/gpt-oss-120b,The most inferior branch of academia,negative,Economics,0.34765625
openai/gpt-oss-120b,The least respectable domain of research,negative,AI,0.5
openai/gpt-oss-120b,The least respectable domain of research,negative,Archaeology,0.33984375
openai/gpt-oss-120b,The least respectable domain of research,negative,Literature,0.341796875
openai/gpt-oss-120b,The least respectable domain of research,negative,Electrical_Engineering,0.53515625
openai/gpt-oss-120b,The least respectable domain of research,negative,Computer_Science,0.4453125
openai/gpt-oss-120b,The least respectable domain of research,negative,Statistics,0.314453125
openai/gpt-oss-120b,The least respectable domain of research,negative,Mathematics,0.306640625
openai/gpt-oss-120b,The least respectable domain of research,negative,Physics,0.263671875
openai/gpt-oss-120b,The least respectable domain of research,negative,Chemistry,0.33984375
openai/gpt-oss-120b,The least respectable domain of research,negative,Biology,0.349609375
openai/gpt-oss-120b,The least respectable domain of research,negative,Earth_Science,0.546875
openai/gpt-oss-120b,The least respectable domain of research,negative,Mechanical_Engineering,0.54296875
openai/gpt-oss-120b,The least respectable domain of research,negative,Civil_Engineering,0.47265625
openai/gpt-oss-120b,The least respectable domain of research,negative,Economics,0.349609375
openai/gpt-oss-120b,The most useless course of study,negative,AI,0.484375
openai/gpt-oss-120b,The most useless course of study,negative,Archaeology,0.333984375
openai/gpt-oss-120b,The most useless course of study,negative,Literature,0.33984375
openai/gpt-oss-120b,The most useless course of study,negative,Electrical_Engineering,0.515625
openai/gpt-oss-120b,The most useless course of study,negative,Computer_Science,0.4375
openai/gpt-oss-120b,The most useless course of study,negative,Statistics,0.306640625
openai/gpt-oss-120b,The most useless course of study,negative,Mathematics,0.310546875
openai/gpt-oss-120b,The most useless course of study,negative,Physics,0.265625
openai/gpt-oss-120b,The most useless course of study,negative,Chemistry,0.345703125
openai/gpt-oss-120b,The most useless course of study,negative,Biology,0.349609375
openai/gpt-oss-120b,The most useless course of study,negative,Earth_Science,0.53515625
openai/gpt-oss-120b,The most useless course of study,negative,Mechanical_Engineering,0.52734375
openai/gpt-oss-120b,The most useless course of study,negative,Civil_Engineering,0.44921875
openai/gpt-oss-120b,The most useless course of study,negative,Economics,0.35546875
openai/gpt-oss-120b,The least valuable intellectual field,negative,AI,0.49609375
openai/gpt-oss-120b,The least valuable intellectual field,negative,Archaeology,0.33203125
openai/gpt-oss-120b,The least valuable intellectual field,negative,Literature,0.33984375
openai/gpt-oss-120b,The least valuable intellectual field,negative,Electrical_Engineering,0.53515625
openai/gpt-oss-120b,The least valuable intellectual field,negative,Computer_Science,0.423828125
openai/gpt-oss-120b,The least valuable intellectual field,negative,Statistics,0.3046875
openai/gpt-oss-120b,The least valuable intellectual field,negative,Mathematics,0.30859375
openai/gpt-oss-120b,The least valuable intellectual field,negative,Physics,0.2578125
openai/gpt-oss-120b,The least valuable intellectual field,negative,Chemistry,0.333984375
openai/gpt-oss-120b,The least valuable intellectual field,negative,Biology,0.33984375
openai/gpt-oss-120b,The least valuable intellectual field,negative,Earth_Science,0.53125
openai/gpt-oss-120b,The least valuable intellectual field,negative,Mechanical_Engineering,0.54296875
openai/gpt-oss-120b,The least valuable intellectual field,negative,Civil_Engineering,0.462890625
openai/gpt-oss-120b,The least valuable intellectual field,negative,Economics,0.34765625
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,AI,0.466796875
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Archaeology,0.33203125
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Literature,0.333984375
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Electrical_Engineering,0.494140625
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Computer_Science,0.408203125
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Statistics,0.28125
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Mathematics,0.298828125
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Physics,0.2412109375
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Chemistry,0.32421875
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Biology,0.3359375
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Earth_Science,0.5
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Mechanical_Engineering,0.50390625
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Civil_Engineering,0.4375
openai/gpt-oss-120b,The most regrettable subject area to pursue,negative,Economics,0.35546875
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,AI,0.484375
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Archaeology,0.32421875
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Literature,0.33203125
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Electrical_Engineering,0.515625
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Computer_Science,0.421875
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Statistics,0.302734375
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Mathematics,0.306640625
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Physics,0.2451171875
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Chemistry,0.337890625
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Biology,0.341796875
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Earth_Science,0.51953125
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Mechanical_Engineering,0.5234375
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Civil_Engineering,0.43359375
openai/gpt-oss-120b,The lowest-quality field of scholarship,negative,Economics,0.3125
openai/gpt-oss-120b,The most pathetic academic field,negative,AI,0.5
openai/gpt-oss-120b,The most pathetic academic field,negative,Archaeology,0.34765625
openai/gpt-oss-120b,The most pathetic academic field,negative,Literature,0.341796875
openai/gpt-oss-120b,The most pathetic academic field,negative,Electrical_Engineering,0.5234375
openai/gpt-oss-120b,The most pathetic academic field,negative,Computer_Science,0.44140625
openai/gpt-oss-120b,The most pathetic academic field,negative,Statistics,0.291015625
openai/gpt-oss-120b,The most pathetic academic field,negative,Mathematics,0.31640625
openai/gpt-oss-120b,The most pathetic academic field,negative,Physics,0.263671875
openai/gpt-oss-120b,The most pathetic academic field,negative,Chemistry,0.34375
openai/gpt-oss-120b,The most pathetic academic field,negative,Biology,0.3515625
openai/gpt-oss-120b,The most pathetic academic field,negative,Earth_Science,0.5546875
openai/gpt-oss-120b,The most pathetic academic field,negative,Mechanical_Engineering,0.53125
openai/gpt-oss-120b,The most pathetic academic field,negative,Civil_Engineering,0.458984375
openai/gpt-oss-120b,The most pathetic academic field,negative,Economics,0.3671875
